Region,X,Y,ImageHeight,ImageWidth
9,449.042555883794,1244.36239413131,2232,2249
9,444.426777541626,1244.97446459898,2232,2249
9,443.565963651208,1244.26705613255,2232,2249
9,440.488778089762,1244.675103111,2232,2249
9,439.627964199343,1243.96769464456,2232,2249
9,437.320075028259,1244.2737298784,2232,2249
9,436.45926113784,1243.56632141196,2232,2249
9,423.381222501697,1245.30052107038,2232,2249
9,421.65959472086,1243.8857041375,2232,2249
9,421.568077220802,1243.07628392646,2232,2249
9,419.846449439964,1241.66146699358,2232,2249
9,419.663414439849,1240.04262657148,2232,2249
9,420.341193330153,1239.13119461582,2232,2249
9,419.883605829865,1235.08409356058,2232,2249
9,420.561384720169,1234.17266160491,2232,2249
9,420.286832219997,1231.74440097177,2232,2249
9,420.9646111103,1230.8329690161,2232,2249
9,420.690058610128,1228.40470838296,2232,2249
9,421.367837500432,1227.49327642729,2232,2249
9,421.093285000259,1225.06501579415,2232,2249
9,421.771063890563,1224.15358383848,2232,2249
9,421.588028890448,1222.53474341639,2232,2249
9,422.265807780752,1221.62331146072,2232,2249
9,422.082772780636,1220.00447103862,2232,2249
9,422.76055167094,1219.09303908296,2232,2249
9,422.485999170768,1216.66477844981,2232,2249
9,423.163778061071,1215.75334649415,2232,2249
9,422.889225560899,1213.325085861,2232,2249
9,423.567004451203,1212.41365390534,2232,2249
9,423.29245195103,1209.98539327219,2232,2249
9,423.970230841334,1209.07396131653,2232,2249
9,423.787195841219,1207.45512089443,2232,2249
9,424.464974731523,1206.54368893877,2232,2249
9,424.281939731408,1204.92484851667,2232,2249
9,424.959718621711,1204.01341656101,2232,2249
9,424.776683621596,1202.39457613891,2232,2249
9,425.4544625119,1201.48314418325,2232,2249
9,425.271427511785,1199.86430376115,2232,2249
9,425.949206402089,1198.95287180549,2232,2249
9,425.766171401974,1197.33403138339,2232,2249
9,426.443950292277,1196.42259942773,2232,2249
9,426.169397792105,1193.99433879458,2232,2249
9,426.847176682409,1193.08290683892,2232,2249
9,426.664141682294,1191.46406641682,2232,2249
9,427.341920572597,1190.55263446116,2232,2249
9,427.158885572482,1188.93379403906,2232,2249
9,427.836664462786,1188.0223620834,2232,2249
9,427.653629462671,1186.4035216613,2232,2249
9,428.331408352975,1185.49208970564,2232,2249
9,428.14837335286,1183.87324928354,2232,2249
9,428.826152243164,1182.96181732788,2232,2249
9,428.551599742991,1180.53355669473,2232,2249
9,429.229378633295,1179.62212473907,2232,2249
9,428.771791133007,1175.57502368382,2232,2249
9,427.910977242588,1174.86761521738,2232,2249
9,427.727942242473,1173.24877479529,2232,2249
9,426.867128352054,1172.54136632885,2232,2249
9,423.020646400248,1173.05142505191,2232,2249
9,420.987309729336,1175.7857209189,2232,2249
9,421.170344729451,1177.404561341,2232,2249
9,420.492565839147,1178.31599329666,2232,2249
9,420.76711833932,1180.74425392981,2232,2249
9,420.089339449016,1181.65568588547,2232,2249
9,420.272374449131,1183.27452630757,2232,2249
9,419.594595558827,1184.18595826323,2232,2249
9,419.777630558943,1185.80479868533,2232,2249
9,419.099851668639,1186.71623064099,2232,2249
9,419.282886668754,1188.33507106309,2232,2249
9,418.60510777845,1189.24650301875,2232,2249
9,418.696625278508,1190.0559232298,2232,2249
9,418.018846388204,1190.96735518546,2232,2249
9,418.201881388319,1192.58619560756,2232,2249
9,417.524102498015,1193.49762756322,2232,2249
9,417.798654998188,1195.92588819637,2232,2249
9,417.120876107884,1196.83732015203,2232,2249
9,417.303911107999,1198.45616057413,2232,2249
9,416.626132217695,1199.36759252979,2232,2249
9,416.717649717753,1200.17701274084,2232,2249
9,416.039870827449,1201.0884446965,2232,2249
9,416.222905827564,1202.7072851186,2232,2249
9,415.54512693726,1203.61871707427,2232,2249
9,415.728161937375,1205.23755749636,2232,2249
9,415.050383047071,1206.14898945203,2232,2249
9,415.233418047186,1207.76782987412,2232,2249
9,414.555639156883,1208.67926182979,2232,2249
9,414.738674156998,1210.29810225188,2232,2249
9,414.060895266694,1211.20953420755,2232,2249
9,414.335447766866,1213.6377948407,2232,2249
9,413.657668876563,1214.54922679636,2232,2249
9,413.840703876678,1216.16806721846,2232,2249
9,413.162924986374,1217.07949917412,2232,2249
9,413.345959986489,1218.69833959622,2232,2249
9,412.668181096185,1219.60977155188,2232,2249
9,412.942733596358,1222.03803218503,2232,2249
9,412.264954706054,1222.94946414069,2232,2249
9,412.539507206227,1225.37772477384,2232,2249
9,411.861728315923,1226.2891567295,2232,2249
9,412.044763316038,1227.9079971516,2232,2249
9,411.366984425734,1228.81942910726,2232,2249
9,411.458501925792,1229.62884931831,2232,2249
9,410.780723035488,1230.54028127397,2232,2249
9,410.963758035603,1232.15912169607,2232,2249
